COD_VAR,LIB_VAR,COD_MOD,LIB_MOD,TYPE_VAR,LONG_VAR,annee
CODGEO,Code de la commune,94073,Thiais,CHAR,30,2024
CODGEO,Code de la commune,94074,Valenton,CHAR,30,2024
CODGEO,Code de la commune,94076,Villejuif,CHAR,30,2024
CODGEO,Code de la commune,94078,Villeneuve-Saint-Georges,CHAR,30,2024
CODGEO,Code de la commune,94079,Villiers-sur-Marne,CHAR,30,2024
CODGEO,Code de la commune,94081,Vitry-sur-Seine,CHAR,30,2024
CODGEO,Code de la commune,95018,Argenteuil,CHAR,30,2024
CODGEO,Code de la commune,9501895063,"Argenteuil, Bezons",CHAR,30,2024
CODGEO,Code de la commune,950199527795680,"Arnouville, Gonesse, Villiers-le-Bel",CHAR,30,2024
CODGEO,Code de la commune,95063,Bezons,CHAR,30,2024
CODGEO,Code de la commune,95127,Cergy,CHAR,30,2024
CODGEO,Code de la commune,95218,Éragny,CHAR,30,2024
CODGEO,Code de la commune,95219,Ermont,CHAR,30,2024
CODGEO,Code de la commune,9521995252,"Ermont, Franconville",CHAR,30,2024
CODGEO,Code de la commune,95252,Franconville,CHAR,30,2024
CODGEO,Code de la commune,9525295582,"Franconville, Sannois",CHAR,30,2024
CODGEO,Code de la commune,95268,Garges-lès-Gonesse,CHAR,30,2024
CODGEO,Code de la commune,95277,Gonesse,CHAR,30,2024
CODGEO,Code de la commune,95280,Goussainville,CHAR,30,2024
CODGEO,Code de la commune,95306,Herblay-sur-Seine,CHAR,30,2024
CODGEO,Code de la commune,9532395637,"Jouy-le-Moutier, Vauréal",CHAR,30,2024
CODGEO,Code de la commune,95424,Montigny-lès-Cormeilles,CHAR,30,2024
CODGEO,Code de la commune,95427,Montmagny,CHAR,30,2024
CODGEO,Code de la commune,95476,Osny,CHAR,30,2024
CODGEO,Code de la commune,95487,Persan,CHAR,30,2024
CODGEO,Code de la commune,95488,Pierrelaye,CHAR,30,2024
CODGEO,Code de la commune,95500,Pontoise,CHAR,30,2024
CODGEO,Code de la commune,95555,Saint-Gratien,CHAR,30,2024
CODGEO,Code de la commune,95572,Saint-Ouen-l'Aumône,CHAR,30,2024
CODGEO,Code de la commune,95585,Sarcelles,CHAR,30,2024
CODGEO,Code de la commune,95598,Soisy-sous-Montmorency,CHAR,30,2024
CODGEO,Code de la commune,95607,Taverny,CHAR,30,2024
CODGEO,Code de la commune,95680,Villiers-le-Bel,CHAR,30,2024
CODGEO,Code de la commune,97209,Fort-de-France,CHAR,30,2024
CODGEO,Code de la commune,97213,Le Lamentin,CHAR,30,2024
CODGEO,Code de la commune,97222,Le Robert,CHAR,30,2024
CODGEO,Code de la commune,97228,Sainte-Marie,CHAR,30,2024
CODGEO,Code de la commune,97407,Le Port,CHAR,30,2024
CODGEO,Code de la commune,97408,La Possession,CHAR,30,2024
CODGEO,Code de la commune,97409,Saint-André,CHAR,30,2024
CODGEO,Code de la commune,97410,Saint-Benoît,CHAR,30,2024
CODGEO,Code de la commune,97411,Saint-Denis,CHAR,30,2024
CODGEO,Code de la commune,97412,Saint-Joseph,CHAR,30,2024
CODGEO,Code de la commune,97413,Saint-Leu,CHAR,30,2024
CODGEO,Code de la commune,97414,Saint-Louis,CHAR,30,2024
CODGEO,Code de la commune,97415,Saint-Paul,CHAR,30,2024
CODGEO,Code de la commune,97416,Saint-Pierre,CHAR,30,2024
CODGEO,Code de la commune,97418,Sainte-Marie,CHAR,30,2024
CODGEO,Code de la commune,97420,Sainte-Suzanne,CHAR,30,2024
CODGEO,Code de la commune,97422,Le Tampon,CHAR,30,2024
